state;value
2149695616 36238917633 ;-1.3120000000000003
4398851817473 14680064 ;0.64
4398851817473 31457280 ;1.0
4398851817472 14680064 ;1.2800000000000002
4398851817472 6291456 ;1.3120000000000003
4398314946560 6291456 ;1.3248000000000002
4398851817728 2113664 ;1.2000000000000002
4398851817728 2113665 ;1.0
4398851817472 2113664 ;1.2800000000000002
4398851817472 2113536 ;1.3120000000000003
805306368 2113536 ;1.6702894080000001
1879048192 2097281 ;-1.2000000000000002
4026531840 2097281 ;-1.0
1879064576 2149580801 ;1.3299200000000002
1879064582 2162163713 ;1.2000000000000002
1879064582 2178940929 ;1.0
1879064578 2162163713 ;1.2800000000000002
1879064578 2153775105 ;1.3120000000000003
1879064576 2153775105 ;1.59488
1879064704 2153775105 ;1.3299200000000002
36238803584 2153808129 ;1.2000000000000002
36238803584 2153808131 ;1.0
36238803072 2153808129 ;1.2800000000000002
36238803072 2153775361 ;1.3120000000000003
1879064704 2153775361 ;1.3248000000000002
1879097472 2153775107 ;1.3120000000000003
1879097728 2153775111 ;1.2000000000000002
1879097728 2153775119 ;1.0
1879097472 2153775111 ;1.2800000000000002
1879097480 2153775111 ;1.3120000000000003
6174064776 2162163719 ;1.2000000000000002
6174064776 2178940935 ;1.0
1879097480 2162163719 ;1.2800000000000002
1895874696 2162163719 ;1.3299200000000002
1896006024 2195783687 ;1.2000000000000002
1896006024 2195784199 ;1.0
1896005768 2195783687 ;1.2800000000000002
1896005768 2162229255 ;1.3120000000000003
1895874696 2162229255 ;1.3248000000000002
1895940232 2162163975 ;-1.2800000000000002
1895940232 6457131271 ;-1.2000000000000002
1896071304 6457131271 ;-1.0
1896202376 2162295047 ;1.3120000000000003
4399942713480 2162295559 ;1.2000000000000002
4399942713480 2195849991 ;1.0
1896202376 2162295559 ;1.2800000000000002
1896202888 2195849479 ;-1.2800000000000002
1896202888 36555587847 ;-1.2000000000000002
70615679624 36555587847 ;-1.0
4398046511111 270548992 ;1.2000000000000002
4398046511111 34630287360 ;1.0
2113537 34632368128 ;1.4912
2146305 34628173952 ;1.3299200000000002
6340865 36238786688 ;1.2000000000000002
6340865 38386270336 ;1.0
6340609 36238786688 ;1.2800000000000002
6340609 35165044864 ;1.3120000000000003
2146305 35165044864 ;1.3248000000000002
2211841 35165044864 ;-1.2800000000000002
2211841 103884521600 ;-1.2000000000000002
2342913 103884521600 ;-1.0
6406145 35165175936 ;1.2000000000000002
6406145 35173564544 ;1.0
4638564679680 2113664 ;1.2000000000000002
4638564679680 2113665 ;1.0
34628173830 2113537 ;1.2000000000000002
34628173830 2113665 ;1.0
34628173826 2113537 ;1.2800000000000002
35165061120 2097281 ;1.0598400000000003
36238802944 2097539 ;-1.2000000000000002
38386286592 2097539 ;-1.0
36238802944 2097537 ;-1.2800000000000002
35165061120 2097537 ;-1.3120000000000003
35165061376 1075839105 ;1.3299200000000002
4433211572482 1088422017 ;1.2000000000000002
4433211572482 1105199233 ;1.0
4433211572480 1088422017 ;1.2800000000000002
4433211572480 1080033409 ;1.3120000000000003
35165061376 1080033409 ;1.3248000000000002
103884538112 1080033409 ;1.3120000000000003
103884538114 1088422017 ;1.2000000000000002
103884538114 1105199233 ;1.0
103884538112 1088422017 ;1.2800000000000002
103901315328 1088422017 ;1.3120000000000003
103901315330 1088454785 ;1.2000000000000002
103901315330 3235938433 ;1.0
103901315328 1088454785 ;1.2800000000000002
103901348096 3235905665 ;1.3120000000000003
103901348098 3235971201 ;1.2000000000000002
103901348098 3235971713 ;1.0
103901348096 3235971201 ;1.2800000000000002
103901413632 3235906177 ;-1.2800000000000002
103901413632 3235906179 ;-1.2000000000000002
103901544704 3235906179 ;-1.0
541065345 4432676782080 ;1.0
8830452778625 4398321271040 ;1.2000000000000002
8830452778625 4398321271042 ;1.0
8830452777601 4398321271040 ;1.2800000000000002
8830452777601 4398321238272 ;1.3120000000000003
8830452777089 4398321238272 ;1.3248000000000002
8830452777089 4398321238016 ;1.5779840000000003
34359755137 4398317043714 ;-1.3248000000000002
34359755649 4398329626626 ;-1.2000000000000002
34359756673 4398329626626 ;-1.0
34359755649 4398321238018 ;-1.2800000000000002
34359755137 4398321238018 ;-1.3120000000000003
34363949441 4398317044226 ;1.3120000000000003
34363949445 4398317076994 ;1.2000000000000002
34363949445 4398317077002 ;1.0
34363949441 4398317076994 ;1.2800000000000002
34363982209 4398317044230 ;1.024
34363982209 4398317044238 ;-1.2000000000000002
34900853121 4398317044238 ;-1.0
34364047745 4398853915142 ;-1.2800000000000002
34364047745 4398853916166 ;-1.2000000000000002
34364178817 4398853916166 ;-1.0
34372436353 4398854046214 ;-1.2800000000000002
34372436353 4398854046222 ;-1.2000000000000002
34389213569 4398854046222 ;-1.0
34405990785 4398870823430 ;1.3120000000000003
34405992833 4398870824454 ;1.2000000000000002
34405992833 4398870824462 ;1.0
34405990785 4398870824454 ;1.2800000000000002
34405990801 4398870823438 ;1.2000000000000002
34405990801 4398870824462 ;1.0
276824192 6291456 ;1.5979520000000003
34636578944 69262639104 ;1.2000000000000002
34636578944 69262671872 ;1.0
34636562560 69262639104 ;1.2800000000000002
34636562560 543162368 ;1.3120000000000003
276824192 543162368 ;1.3248000000000002
813695104 6307840 ;-1.3248000000000002
2961178752 35439788032 ;-1.2000000000000002
2961211520 35439788032 ;-1.0
2961178752 1080049664 ;-1.2800000000000002
813695104 1080049664 ;-1.3120000000000003
1887436928 6340608 ;-1.2800000000000002
1887436928 6406144 ;-1.2000000000000002
4034920576 6406144 ;-1.0
1887436929 2153824256 ;1.3120000000000003
1887502465 2153824258 ;1.2000000000000002
1887502465 2153824514 ;1.0
1887436929 2153824258 ;1.2800000000000002
1887436931 2153824512 ;1.3299200000000002
1904214151 2153826048 ;1.2000000000000002
1904214151 2153826056 ;1.0
1904214147 2153826048 ;1.2800000000000002
1904214147 2153825024 ;1.3120000000000003
1887436931 2153825024 ;1.3248000000000002
1887502467 2153824516 ;-1.2800000000000002
1887502467 2153824524 ;-1.2000000000000002
1887502979 2153824524 ;-1.0
1887502475 2153825028 ;1.3120000000000003
1887502491 2153826052 ;1.2000000000000002
1887502491 2153828100 ;1.0
1887502475 2153826052 ;1.2800000000000002
1887504523 2153826052 ;-1.2800000000000002
1887504523 6448793348 ;-1.2000000000000002
1887635595 6448793348 ;-1.0
1904281739 2153957124 ;1.3120000000000003
6199249035 2187511556 ;1.2000000000000002
6199249035 10777446148 ;1.0
1904281739 2187511556 ;1.2800000000000002
1904285835 6448924420 ;-1.2800000000000002
1904285835 40808662788 ;-1.2000000000000002
1904547979 40808662788 ;-1.0
1937840267 6449186564 ;1.2000000000000002
1937840267 6516295428 ;1.0
4432674701312 14680064 ;1.2000000000000002
4432674701312 31457280 ;1.0
4398314962944 14680064 ;1.2800000000000002
4398314962944 6291456 ;1.3120000000000003
49155 14680064 ;1.2000000000000002
49155 31457280 ;1.0
8765568 4432412672000 ;1.2000000000000002
8765568 4432681107456 ;1.0
8765440 4398052933632 ;1.4144
562151424 34634596352 ;1.2000000000000002
562151424 4432681107456 ;1.0
25280512 34634596352 ;1.2800000000000002
34385018880 4398321369088 ;1.3299200000000002
34385805312 4467577716736 ;1.2000000000000002
34385805312 13263670738944 ;1.0
34385281024 4467577716736 ;1.2800000000000002
34385281024 4467040845824 ;1.3120000000000003
34385018880 4467040845824 ;1.3248000000000002
34385019008 13194414391296 ;1.3120000000000003
34418573440 13194951262208 ;1.2000000000000002
34418573440 13263670738944 ;1.0
34385019008 13194951262208 ;1.2800000000000002
34921889920 13263133868032 ;-1.2800000000000002
34921889920 13264207609856 ;-1.2000000000000002
37069373568 13264207609856 ;-1.0
268451971 2326528 ;1.2000000000000002
268451971 2588672 ;1.0
268451969 2326528 ;1.2800000000000002
268451969 2195456 ;1.3120000000000003
4210689 2129920 ;-1.3319680000000003
4210695 34361933952 ;-1.2000000000000002
4210703 34361933952 ;-1.0
4210695 34361933824 ;-1.2800000000000002
4210691 34361933824 ;-1.3120000000000003
4210691 2195456 ;-1.3248000000000002
4210689 2195456 ;-1.3299200000000002
12599297 2129922 ;1.3299200000000002
12664961 4398317076482 ;1.2000000000000002
12664961 4432676814850 ;1.0
12599425 4398317076482 ;1.2800000000000002
12599425 4398048641026 ;1.3120000000000003
12599297 4398048641026 ;1.3248000000000002
29376513 34361868290 ;-1.2800000000000002
29376513 34630303746 ;-1.2000000000000002
62930945 34630303746 ;-1.0
29376641 34395422722 ;1.3299200000000002
29376653 34395619330 ;1.2000000000000002
29376653 34395881474 ;1.0
29376645 34395619330 ;1.2800000000000002
29376645 34395488258 ;1.3120000000000003
29376641 34395488258 ;1.3248000000000002
297812097 34395488258 ;1.3120000000000003
297812101 34395619330 ;1.2000000000000002
297812101 34395881474 ;1.0
297812097 34395619330 ;1.2800000000000002
297812353 34395619330 ;1.2000000000000002
297812353 34395619842 ;1.0
49536 14680064 ;1.2000000000000002
49536 31457280 ;1.0
268440449 14683136 ;1.2000000000000002
268440449 31460352 ;1.0
268440448 14683136 ;1.2800000000000002
268440448 6294528 ;1.3120000000000003
285213568 14681088 ;1.7966448640000001
34644968322 69271028737 ;1.2000000000000002
34644968322 69271061505 ;1.0
34644951938 69271028737 ;1.2800000000000002
34644951938 551552001 ;1.3120000000000003
34644951936 551552001 ;1.3248000000000002
34644951936 14681089 ;1.3299200000000002
285213568 14681089 ;1.3319680000000003
285246336 14697472 ;1.4391808000000001
4398365311873 15156224 ;1.2000000000000002
4398365311873 15680512 ;1.0
4398365311872 15156224 ;1.2800000000000002
4398365311872 14894080 ;1.3120000000000003
318800768 14894080 ;1.3248000000000002
318800768 14763008 ;1.3299200000000002
822117248 14763008 ;1.3751808
822117259 1088635908 ;1.2000000000000002
822117259 1088635924 ;1.0
822117251 1088635908 ;1.2800000000000002
822117251 1088635904 ;1.3120000000000003
822117249 1088635904 ;1.3248000000000002
822117248 14894080 ;1.4379520000000001
1895859072 14763009 ;-1.2800000000000002
1895859072 14763011 ;-1.2000000000000002
4043342720 14763011 ;-1.0
1895859074 2162246657 ;1.3120000000000003
1895859082 2162246661 ;1.44
1895859082 2162246677 ;1.0
1895859074 2162246661 ;1.2800000000000002
34628191104 69262640128 ;1.2000000000000002
34628191104 69262672896 ;1.0
34628174720 69262640128 ;1.2800000000000002
34628174720 543163392 ;1.3120000000000003
268436352 543163392 ;1.3248000000000002
805307265 14697472 ;1.2000000000000002
805307265 31474688 ;1.0
805307264 14697472 ;-1.5769600000000001
103901332352 140674876416 ;1.2000000000000002
103901332352 140674941952 ;1.0
103901299584 140674876416 ;1.2800000000000002
103901299584 3235922944 ;1.3120000000000003
35181822848 3235922944 ;1.3248000000000002
35181822848 1088439296 ;1.3299200000000002
822084480 1088439296 ;1.5963136000000002
822084481 14730240 ;1.3120000000000003
822084483 14795776 ;1.2000000000000002
822084483 14926848 ;1.0
822084481 14795776 ;-1.024
822215553 14795776 ;1.3299200000000002
103901430657 1122092032 ;1.2000000000000002
103901430657 138561045504 ;1.0
35181953921 1122092032 ;1.2800000000000002
35181953921 1088537600 ;1.3120000000000003
822215553 1088537600 ;1.3248000000000002
822215555 34374534144 ;-1.2800000000000002
822215555 34374534148 ;-1.2000000000000002
855769987 34374534148 ;-1.0
822215559 34408088576 ;-1.2800000000000002
822215559 34475197440 ;-1.2000000000000002
822215567 34475197440 ;-1.0
822215575 34408088584 ;1.3120000000000003
69541692311 35481830408 ;1.2000000000000002
69541692311 172920783880 ;1.0
822215575 35481830408 ;1.2800000000000002
1895957399 103127565320 ;-1.2800000000000002
1895957399 103194674184 ;-1.2000000000000002
4043441047 103194674184 ;-1.0
1895959447 105275048968 ;1.3120000000000003
1896221591 242714002440 ;1.2000000000000002
1896221591 242714526728 ;1.0
1895959447 242714002440 ;1.2800000000000002
139334912919 105275311112 ;1.3120000000000003
414212819863 105342419976 ;1.2000000000000002
414212819863 655098233864 ;1.0
139334912919 105342419976 ;1.2800000000000002
689090726807 380153218056 ;1.3327872000000003
1792897321911 380220855304 ;1.2000000000000002
1792897321911 388810789896 ;1.0
1788602354615 380220855304 ;1.2800000000000002
1788602354615 380220851208 ;1.3120000000000003
689090726839 380220851208 ;1.3248000000000002
689090726839 380220326920 ;1.3299200000000002
689090726807 380220326920 ;1.3319680000000003
689090730903 384448185352 ;1.3299200000000002
9485183753143 4782561805320 ;1.44
9485183753143 22374747849736 ;1.0
689090730935 4782561805320 ;1.6320000000000001
689090730935 384515294216 ;1.3120000000000003
689090730903 384515294216 ;1.3248000000000002
689090730935 4782494696456 ;1.4528
689091255223 13578587718664 ;-1.2800000000000002
689091255223 31170773763080 ;-1.2000000000000002
689158364087 31170773763080 ;-1.0
18281277299639 13578654827528 ;1.3299200000000002
123834393566135 14686756389896 ;1.2000000000000002
123834393566135 155424244745224 ;1.0
53465649388471 14686756389896 ;1.2800000000000002
53465649388471 13587244762120 ;1.3120000000000003
18281277299639 13587244762120 ;1.3248000000000002
88650021477303 48763026916360 ;0.6560000000000001
89749533105079 48771616850952 ;0.6000000000000001
89749533105079 189509105206280 ;0.5
88650021477303 48771616850952 ;0.6400000000000001
89749533105079 189500515271688 ;0.6000000000000001
4432406249601 14680064 ;1.2000000000000002
4432406249601 31457280 ;1.0
4398046512001 270550016 ;0.6976
4398046512001 34630288384 ;1.0
897 270550016 ;0.622336
268436353 34361852928 ;-1.0872360960000005
4398314947463 103622394880 ;1.2000000000000002
4398314947463 103622427648 ;1.0
4398314947459 103622394880 ;1.2800000000000002
4398314947459 34902918144 ;1.3120000000000003
4398314947457 34902918144 ;1.3248000000000002
4398314947457 34898723840 ;1.5959040000000002
268436353 34898723840 ;1.7047552000000001
272630657 34361885696 ;1.74016
272632705 34361951232 ;1.2000000000000002
272632705 34362082304 ;1.0
272630657 34361951232 ;-1.66786048
272761729 34361951232 ;1.5987712000000003
1883374465 240520381440 ;1.2000000000000002
1883374465 515398288384 ;1.0
809632641 240520381440 ;1.2800000000000002
809632641 103081427968 ;1.3120000000000003
272761729 103081427968 ;1.7053184000000001
281150337 103081427968 ;1.7582080000000002
4398327661441 240520381440 ;0.64
4398327661441 515398288384 ;1.0
281150337 240520381440 ;-1.1776000000000002
275159057281 240520381440 ;-1.3248000000000002
275159057283 241074029568 ;-1.2000000000000002
275192611715 241074029568 ;-1.0
275159057283 241057252352 ;-1.2800000000000002
275159057281 241057252352 ;-1.3120000000000003
275159059329 240537158656 ;-1.2800000000000002
275159059329 240537158658 ;-1.2000000000000002
275695930241 240537158658 ;-1.0
275159059331 241074029568 ;-1.2800000000000002
275159059331 4639120540672 ;-1.2000000000000002
275192613763 4639120540672 ;-1.0
275159059335 241107584000 ;-1.2800000000000002
275159059335 241107846144 ;-1.2000000000000002
275159059343 241107846144 ;-1.0
275159059351 241107584008 ;-1.2800000000000002
275159059351 241107588104 ;-1.2000000000000002
275159059383 241107588104 ;-1.0
275159321495 241107584040 ;1.3120000000000003
275159325591 242181325864 ;1.2000000000000002
275159325591 4640227836968 ;1.0
275159321495 242181325864 ;1.2800000000000002
276233063319 4639154095144 ;1.3120000000000003
276233067415 4639154619432 ;1.2000000000000002
276233067415 4641302103080 ;1.0
276233063319 4639154619432 ;1.2800000000000002
276233587607 4641301578792 ;1.2000000000000002
276233587607 13437394601000 ;1.0
13194139549824 14680064 ;1.2000000000000002
13194139549824 31457280 ;1.0
35165044865 1088421888 ;1.2000000000000002
35165044865 1105199104 ;1.0
35165044864 1088421888 ;1.2800000000000002
35165044864 1080033280 ;1.3120000000000003
805306496 1080033280 ;1.3248000000000002
35181838465 1088422146 ;1.2000000000000002
35181838465 1088454914 ;1.0
35181822081 1088422146 ;1.2800000000000002
35181822081 1088422144 ;1.3120000000000003
35181822080 1088422144 ;1.3248000000000002
35181822080 1088421888 ;1.3299200000000002
1895825536 48250880 ;-1.2000000000000002
4043309184 48250880 ;-1.0
36255563904 2162180096 ;1.3299200000000002
36255629441 2162213120 ;1.2000000000000002
36255629441 2162213122 ;1.0
36255563905 2162213120 ;1.2800000000000002
36255563905 2162212864 ;1.3120000000000003
36255563904 2162212864 ;1.3248000000000002
4434302075008 2162180097 ;-1.2800000000000002
4434302075008 2162180353 ;-1.2000000000000002
4503021551744 2162180353 ;-1.0
4438597042304 70881656833 ;1.5537664000000002
4438597042560 208320643073 ;-1.2000000000000002
4438597108096 208320643073 ;-1.0
4438597042560 208320610305 ;-1.2800000000000002
4438597042304 208320610305 ;-1.3120000000000003
4438597042560 70881689601 ;0.256
4438597173632 70881755137 ;1.3120000000000003
4438597173634 70881755649 ;1.2000000000000002
4438597173634 70881755653 ;1.0
4438597173632 70881755649 ;1.2800000000000002
4438597174144 70881755139 ;-1.2800000000000002
4438597174144 8866974777347 ;-1.2000000000000002
4438597175168 8866974777347 ;-1.0
4438630728576 70881756163 ;-1.2800000000000002
4438630728576 70882018307 ;-1.2000000000000002
4447220663168 70882018307 ;-1.0
4438630990720 79471690755 ;-1.2800000000000002
4438630990720 79471692803 ;-1.2000000000000002
4438630994816 79471692803 ;-1.0
4195713 34630271488 ;1.2000000000000002
4195713 34630287872 ;1.0
4194689 34630271488 ;1.2800000000000002
4194689 34361836032 ;1.3120000000000003
1411 270549504 ;1.2000000000000002
1411 34630287872 ;1.0
268435847 34366047744 ;-1.2000000000000002
268435855 34366047744 ;-1.0
268435847 34366046720 ;-1.2800000000000002
268435843 34366046720 ;-1.3120000000000003
268468611 34361852428 ;-1.2000000000000002
272662915 34361852428 ;-1.0
276859275 34366113284 ;1.2000000000000002
276859275 34366113300 ;1.0
276857227 34366113284 ;1.2800000000000002
276857227 34366047748 ;1.3120000000000003
276857219 34366047748 ;1.3248000000000002
276922755 34366046732 ;-1.2800000000000002
276922755 34366046748 ;-1.2000000000000002
293699971 34366046748 ;-1.0
277053827 34382823948 ;-1.2800000000000002
277053827 34382823964 ;-1.2000000000000002
277315971 34382823964 ;-1.0
277053843 34383086092 ;-1.3248000000000002
277053875 4432429598220 ;-1.2000000000000002
277055923 4432429598220 ;-1.0
277053875 4432429597196 ;-1.2800000000000002
277053843 4432429597196 ;-1.3120000000000003
277053875 34383087116 ;1.3120000000000003
277578163 34383089164 ;1.2000000000000002
277578163 34383093260 ;1.0
277053875 34383089164 ;1.2800000000000002
277057971 34383089164 ;1.3120000000000003
310612403 34383613452 ;1.2000000000000002
310612403 34450722316 ;1.0
277057971 34383613452 ;1.2800000000000002
344166835 34416643596 ;-1.2800000000000002
344166835 103136120332 ;-1.2000000000000002
344691123 103136120332 ;-1.0
881037747 34417167884 ;1.3120000000000003
138319991219 103136644620 ;1.2000000000000002
138319991219 104210386444 ;1.0
881037747 103136644620 ;1.2800000000000002
2113537 1879048192 ;-1.2000000000000002
2113665 1879048192 ;-1.0
2113537 805306368 ;-1.2800000000000002
16385 805306368 ;-1.3120000000000003
16647 270566016 ;-1.2000000000000002
16655 270566016 ;-1.0
16647 270565504 ;-1.2800000000000002
16643 270565504 ;-1.3120000000000003
16643 268468352 ;-1.3248000000000002
16641 268468352 ;-1.3299200000000002
2113793 268435586 ;1.3327872000000003
4432408364289 268436110 ;1.2000000000000002
4432408364289 268436126 ;1.0
4432408363265 268436110 ;1.2800000000000002
4432408363265 268436102 ;1.3120000000000003
34361852161 268436102 ;1.3248000000000002
34361852161 268436098 ;1.3299200000000002
2113793 268436098 ;1.3319680000000003
6308097 268435590 ;1.3120000000000003
6340865 268435598 ;1.2000000000000002
6340865 268435614 ;1.0
6308097 268435598 ;1.2800000000000002
6308113 268435598 ;-1.3248000000000002
23085329 276856974 ;-1.2000000000000002
23150865 276856974 ;-1.0
23085329 276824206 ;-1.2800000000000002
6308113 276824206 ;-1.3120000000000003
6308625 268468366 ;-1.3248000000000002
6374161 276857998 ;-1.2000000000000002
23151377 276857998 ;-1.0
6374161 268469390 ;-1.2800000000000002
6308625 268469390 ;-1.3120000000000003
6374161 276856974 ;-1.2800000000000002
6374161 276857006 ;-1.2000000000000002
6375185 276857006 ;-1.0
4398583382145 34630270976 ;1.2000000000000002
4398583382145 34630287360 ;1.0
34366029952 114688 ;1.2000000000000002
34366029952 245760 ;1.0
6422656 114688 ;1.773993984
6423937 8503810 ;1.2000000000000002
6423937 8503814 ;1.0
6422913 8503810 ;1.2800000000000002
6422913 8503298 ;1.3120000000000003
6422657 8503298 ;1.3248000000000002
6422656 8503296 ;1.679382528
14811264 114689 ;1.589248
14811520 16891905 ;1.3299200000000002
283509120 16891911 ;1.2000000000000002
283509120 16891919 ;1.0
283246976 16891911 ;-1.024
283246976 16891907 ;1.3120000000000003
14811520 16891907 ;-0.8933376000000002
14812032 16891907 ;-1.2800000000000002
14812032 17154051 ;-1.2000000000000002
14813056 17154051 ;-1.0
283247488 16892931 ;1.3120000000000003
283509632 16892935 ;1.2000000000000002
283509632 16892943 ;1.0
283247488 16892935 ;-1.024
283247496 16892935 ;-1.3248000000000002
283249544 17155095 ;-1.2000000000000002
283249576 17155095 ;-1.0
283249544 17155079 ;-1.2800000000000002
283247496 17155079 ;-1.3120000000000003
283249544 16892951 ;-1.2800000000000002
283249544 4398063404055 ;-1.2000000000000002
283249576 4398063404055 ;-1.0
34361835649 114688 ;0.64
34361835649 245760 ;1.0
6291587 58736640 ;1.2000000000000002
6291587 125845504 ;1.0
6291585 58736640 ;1.2800000000000002
6291585 25182208 ;1.3120000000000003
274759681 58736640 ;1.2000000000000002
274759681 125845504 ;1.0
4398321238016 25214976 ;-1.2000000000000002
4432680976384 25214976 ;-1.0
13194414260224 34384920576 ;1.3120000000000003
13194414260225 34418475008 ;1.2000000000000002
13194414260225 34485583872 ;1.0
13194414260224 34418475008 ;1.2800000000000002
13194481369088 34418475008 ;1.3299200000000002
13194481401857 34955411456 ;1.2000000000000002
13194481401857 34955542528 ;1.0
13194481401856 34955411456 ;1.2800000000000002
13194481401856 34955345920 ;1.3120000000000003
13194481369088 34955345920 ;1.3248000000000002
13195018240000 34418507776 ;-1.2800000000000002
13195018240000 34418573312 ;-1.2000000000000002
13263737716736 34418573312 ;-1.0
13196091981824 103137984512 ;-1.2800000000000002
13196091981824 103137984640 ;-1.2000000000000002
13198239465472 103137984640 ;-1.0
13196091981952 105285468160 ;1.3120000000000003
30788278026368 105285533696 ;1.2000000000000002
30788278026368 105285664768 ;1.0
13196091981952 105285533696 ;1.2800000000000002
13196092113024 105285533696 ;1.3120000000000003
13196092113025 109580500992 ;1.2000000000000002
13196092113025 109580501248 ;1.0
13196092113024 109580500992 ;1.2800000000000002
13200387080320 105285533952 ;1.2000000000000002
13200387080320 105285533953 ;1.0
16391 270565504 ;-1.2000000000000002
16399 270565504 ;-1.0
16391 270565376 ;-1.2800000000000002
16387 270565376 ;-1.3120000000000003
16387 2129920 ;-1.3248000000000002
49153 2097154 ;1.3882880000000002
49537 2097166 ;1.2000000000000002
49537 2097182 ;1.0
49153 2097158 ;1.47072
114689 2097158 ;-1.2800000000000002
114689 34361835526 ;-1.2000000000000002
245761 34361835526 ;-1.0
114697 2228230 ;1.3299200000000002
4398046625929 14811142 ;1.2000000000000002
4398046625929 31588358 ;1.0
4398046625801 14811142 ;1.2800000000000002
4398046625801 6422534 ;1.3120000000000003
114697 6422534 ;1.3248000000000002
114825 6422534 ;1.3120000000000003
114841 14811142 ;1.2000000000000002
114841 31588358 ;1.0
114825 14811142 ;1.2800000000000002
16892041 14811142 ;-1.2800000000000002
16892041 48365574 ;-1.2000000000000002
16892297 48365574 ;-1.0
50446473 14811398 ;1.3120000000000003
318881929 34374549766 ;1.2000000000000002
318881929 34911420678 ;1.0
50446473 34374549766 ;1.2800000000000002
50446985 283246854 ;1.3120000000000003
117555849 820117766 ;1.2000000000000002
117555849 35179856134 ;1.0
50446985 820117766 ;1.2800000000000002
587317897 34642985222 ;1.2000000000000002
587317897 4432689496326 ;1.0
13228499304448 2113664 ;1.2000000000000002
13228499304448 2113665 ;1.0
35165061122 14680065 ;1.2000000000000002
35165061122 31457281 ;1.0
34628190210 14680065 ;1.536
34628190208 6291457 ;1.4272
34628190208 2097153 ;1.37088
34628190214 14680065 ;1.2000000000000002
34628190214 31457281 ;1.0
34359787522 6291457 ;1.3120000000000003
34359853058 14680065 ;1.2000000000000002
34359853058 31457281 ;1.0
34359787522 14680065 ;1.2800000000000002
34376564738 14680065 ;1.3299200000000002
34376565122 14745605 ;1.2000000000000002
34376565122 14746117 ;1.0
34376564866 14745605 ;1.2800000000000002
34376564866 14680069 ;1.3120000000000003
34376564738 14680069 ;1.3248000000000002
34376630274 14680193 ;-1.2800000000000002
34376630274 14680449 ;-1.2000000000000002
34376761346 14680449 ;-1.0
34376892418 14811265 ;1.3327872000000003
4432692363266 69304713345 ;1.2000000000000002
4432692363266 8865397735553 ;1.0
4432691838978 69304713345 ;1.2800000000000002
4432691838978 68767842433 ;1.3120000000000003
34645327874 68767842433 ;1.3248000000000002
34645327874 68734288001 ;1.3299200000000002
34376892418 68734288001 ;1.3319680000000003
34376892422 4398061322369 ;1.3299200000000002
34678882310 30786340388993 ;1.2000000000000002
34678882310 65970712477825 ;1.0
34645327878 30786340388993 ;1.2800000000000002
34645327878 13194154344577 ;1.3120000000000003
34376892422 13194154344577 ;1.3248000000000002
34376892430 13194154344577 ;-1.2800000000000002
34376892430 13194154868865 ;-1.2000000000000002
34376892446 13194154868865 ;-1.0
34645327886 13194154344593 ;1.3120000000000003
34645327918 13262873821329 ;1.2000000000000002
34645327918 13263410692241 ;1.0
34645327886 13262873821329 ;1.2800000000000002
103364804622 13194691215505 ;-1.2800000000000002
103364804622 13332130168977 ;-1.2000000000000002
104438546446 13332130168977 ;-1.0
240803758094 13195764957329 ;-1.2800000000000002
240803758094 13195764957585 ;-1.2000000000000002
515681665038 13195764957585 ;-1.0
240803758350 13470642864273 ;1.3120000000000003
240803758382 31062828908689 ;1.2000000000000002
240803758382 66247200997521 ;1.0
240803758350 31062828908689 ;1.2800000000000002
35425175847182 31062828908689 ;1.2000000000000002
35425175847182 101431573086353 ;1.0
34359918593 14745600 ;1.2000000000000002
34359918593 31522816 ;1.0
268615681 14745600 ;1.2000000000000002
268615681 31522816 ;1.0
16957441 14745600 ;1.5979520000000003
16957571 4398329692160 ;1.2000000000000002
16957571 4432689430528 ;1.0
16957569 4398329692160 ;1.2800000000000002
16957569 283181056 ;1.3120000000000003
16957441 283181056 ;1.3248000000000002
285392897 34374483968 ;1.3299200000000002
4398868774913 240532914176 ;1.2000000000000002
4398868774913 241606656000 ;1.0
4398331904001 240532914176 ;1.2800000000000002
4398331904001 103093960704 ;1.3120000000000003
285392897 103093960704 ;1.3248000000000002
285655041 34911354880 ;1.3120000000000003
69005131777 35985096704 ;1.2000000000000002
69005131777 173424050176 ;1.0
285655041 35985096704 ;1.2800000000000002
4398332166145 103630831616 ;1.2000000000000002
4398332166145 8899723853824 ;1.0
4195200 34630270976 ;1.2000000000000002
4195200 34630287360 ;1.0
4194688 34630270976 ;1.2800000000000002
4194688 34361835520 ;-1.0496000000000003
4398314953601 103622394880 ;1.2000000000000002
4398314953601 103622427648 ;1.0
4398314949505 103622394880 ;1.2800000000000002
4398314949505 103618200576 ;1.3120000000000003
4398314947457 103618200576 ;1.3248000000000002
281019265 34361951232 ;0.528
281019265 34362082304 ;1.0
68992502657 35980952576 ;1.2000000000000002
68992502657 173419906048 ;1.0
273025921 35980952576 ;1.2800000000000002
273025921 34907210752 ;1.3120000000000003
272763777 34907210752 ;1.3248000000000002
272763777 34370339840 ;1.3299200000000002
272761729 34370339840 ;1.5783936
272761731 103081427968 ;1.3120000000000003
272761735 240520381440 ;1.2000000000000002
272761735 515398288384 ;1.0
272761731 240520381440 ;1.2800000000000002
275150668675 240520381440 ;-1.3319680000000003
275150930823 241066165248 ;-1.2000000000000002
275150930831 241066165248 ;-1.0
275150930823 241057776640 ;-1.2800000000000002
