state;mask;score;visit count
34628173825;4432674701313;127;249
103347650560;13297487183872;52;88
103079215105;4638564679681;12;28
103079231488;4501125775360;10;18
17626545799168;30820685332480;6;14
34361851904;4432408395776;9;16
34359754753;13228499288065;16;38
34359754880;13228499288192;13;22
34628190208;4432674734080;11;19
34359787520;13228499320832;7;15
34359754880;4432406266240;3;8
34628173952;4432674685312;7;13
34361835648;4432676782208;8;17
34359738373;4432406249479;16;35
34628190208;4432676798464;0;7
34361851904;4432676798464;22;32
34359739008;4432406250368;4;9
8830452760704;13228499272064;2;7
34628190208;4433211572224;7;13
34628173825;4432676782081;26;53
34359820288;4432406364160;3;10
172067127296;4638833115136;4;10
34363932800;4432412541056;11;22
103083409408;4501132017664;24;50
34898706432;4433213652992;8;16
34361835521;4432676782081;61;107
49152;4432406298624;17;29
4432406315008;4432406364160;1;3
137438969856;240518184960;7;16
34359787520;34361884673;0;3
34361835648;4432408363136;7;15
103079215232;4501127823488;50;89
34361835648;13228501368960;6;13
103079215232;13297218748544;27;52
34359738498;4432406249603;4;10
17626545782912;30820685316224;8;15
34359738752;4432408347008;11;22
34359738752;4432406249857;3;9
103081312256;4501127823361;29;54
103081312256;4638566776832;33;58
103079215106;4501125726211;19;40
8830452760577;13228499271809;37;68
34361851904;4432408363009;7;14
103081312256;4501132017664;4;9
34630270976;4432680976384;7;12
34361868288;4432408395776;6;13
8830454857728;13228501385216;23;45
34363949056;4432412557312;26;39
34359754880;4432674701440;8;16
8830452760704;13228499288192;31;55
34361835521;4432408346753;4;20
35165044736;13229304578048;4;11
103347650560;4501931032576;6;11
34628206592;4432674734080;8;17
17626814218240;30820953751552;12;20
34363932800;34634465408;4;5
34359738752;34628190592;0;1
8830452760577;13297218748417;61;104
1342177280;36238786560;8;17
4398314946560;4433211555840;4;12
68987912192;103884521472;8;17
35970351104;104958263296;1;3
34896625664;36238802944;0;1
35970351104;4434285297664;2;5
172067127296;515664510976;0;1
171800788992;240788701184;2;5
34628190208;4432674701440;8;15
34359771137;34628222977;1;4
34359738371;34628190211;7;11
103079215105;103347666945;5;8
34361835521;34630287361;0;3
4432406249600;4432406265985;2;4
13228499271680;13228499288065;2;4
4501125726208;4501125742593;5;9
4432406282240;4432406298625;0;3
4432406249474;4432406265859;2;4
68719493120;103079231616;10;20
34363932673;34366046209;1;3
49152;34628222976;7;17
34628173825;34628222977;0;2
4432406249473;4432406298625;3;5
268451840;34628222976;4;10
4569845202944;4638566776832;0;2
8830721196032;13229304578048;4;9
35165044736;4433211572224;13;22
34630270976;4433213652992;3;8
8830452760704;13228767707264;7;25
34628173952;13228767707264;5;12
206158430208;240518168704;1;8
103079215360;103347650944;4;5
8830721196032;13228767723520;24;46
8830721196032;13228767707264;30;54
4398046527616;4501394178176;20;33
34896609408;4433211555968;7;15
8830452760704;13228501368960;22;46
34359754880;4432406298752;5;12
8830452776960;13297218764800;18;42
4432406249473;4638564679681;3;5
34628173825;240786604033;2;3
34361835521;240520265729;4;6
34359787520;103081361408;0;3
4432408346624;4432676782081;0;2
8830454857728;13228501368960;13;31
103347650560;4501396258816;28;57
103079231488;4638564696064;31;55
377957122048;4913442586624;12;28
240518168576;4638833115136;94;153
103079215232;4638564679808;20;40
26422638804992;30889404792832;25;51
34361835521;34361852033;0;2
34630270976;4432676782081;4;10
377957122048;515664510976;4;7
103081312256;103349764096;0;2
4432406249473;4432406265859;0;1
34628173825;4432674685057;15;36
13194139533440;13228767707265;0;3
103079231488;13297218764800;14;33
34896625664;4433211572224;5;13
103079215105;4501125726337;66;115
8830452760577;13228767707137;31;62
13228499271680;13297487183872;0;2
129;34359738753;11;20
4398046511232;4432406249856;10;18
103079231488;240518184961;0;2
34361835648;4432408347008;1;6
34359738752;4432674685312;6;14
103079215232;4501125726592;6;12
34359738497;4432406249857;5;11
4398314962944;4433211572352;3;4
4398314946561;4432674701441;1;3
8899172237312;13297220845568;35;67
103079215105;4501127823361;40;74
4398048624640;4501396275200;16;29
4398048608257;4501132017665;8;13
4398050721792;4432680992768;1;2
4398048624640;4433213669376;1;2
13194139549696;13228767756288;1;2
34630270976;13228769804288;10;16
34628190208;13228767723520;20;29
8830452776960;13228499320832;7;14
13194139566080;13228767756288;0;2
4398052802560;13228505579520;6;10
13262859010048;30889404809216;0;1
8830989631488;13229304578048;36;66
240518168576;13434657701888;7;21
240518168576;4638564679681;35;62
103079215232;4501125726337;18;38
13194141630464;13297220861952;0;3
8830456954880;13228505563136;35;63
8830452776960;13228499288192;17;37
8830452760832;13228499272064;17;37
8830452760577;30820685316097;23;45
34628173952;4433211555968;0;5
34359738371;4432408346627;25;51
8830452760577;13228501368833;40;71
34363932673;4432412540929;39;70
171798708224;4638564696064;5;13
446676598784;515398172672;0;1
34359771264;4432406298752;4;12
34359754880;4432406265985;2;8
4432406249473;13228499271809;2;3
4432406249728;13228499272064;0;2
4432410443776;4432412540929;6;9
34632368128;34634465281;1;4
34361835648;4432412541056;6;12
34361835521;4432408363009;155;297
34370224128;4432420929536;6;12
34366029824;4432680976384;3;10
34361835521;4432412540929;10;15
8830454857728;13228769804288;37;67
8830454857728;13228505563136;3;8
103081312256;4501127839744;82;160
34361851904;4432412557312;2;7
103079215105;4501125742593;47;117
8830452760577;13228499271683;5;19
34359738371;4432406265859;112;225
103081312256;13297220845568;26;51
4432406249473;4501394161665;4;8
34896609281;35167141889;6;10
103079215105;103085506561;0;2
49152;103079264256;10;19
103079215232;103347650944;2;4
34359738497;34630271105;1;4
26422638804992;30820685316097;150;293
8967891714048;13434657701888;27;54
8830452760704;13228499271809;76;169
8830452793344;13228499320832;32;56
8830454857728;13297220845568;50;85
26422638804992;30820687413248;28;54
8830452760578;13228499271683;103;214
26422638804992;30820685332480;19;40
8830452776960;13228499288065;135;268
8830721196032;13297487183872;11;31
8830721196032;13228769804288;24;49
8899172237312;13297218764800;45;102
8830721196032;13228767707137;29;86
8899172237312;13297218748417;107;221
4535487561728;13434659799040;3;9
4398048608384;13228505563264;1;4
4466765987841;13297218764801;17;36
4398046544000;4501125775488;8;15
4466766004224;4501394178049;20;38
171800788992;4638566776832;11;18
34361851904;103081328641;1;3
34359738752;103079231872;4;5
34359738752;13228499272064;3;9
4432674684928;4432676782208;1;3
103079215105;4501394161665;30;61
103347650560;4638833115136;7;20
13228499271680;13228501368833;1;4
4432406249600;13228501368960;0;1
8830452760704;13297218748544;40;71
26422638804992;30820953751552;52;87
4467034423296;13297489281024;5;10
34359738497;4432406265985;107;217
34361851904;4501127839744;14;23
34359754753;240518184961;2;5
26422638804992;30820685316224;21;42
34359738378;34359738383;0;2
34359754753;34630287361;1;4
4432410443776;4432420929536;1;2
34363949056;34366046336;2;5
34363932800;103085506688;5;8
34359754753;34361851907;2;3
103083409408;240524460032;1;3
240518168576;240520282112;5;8
103347650560;240788701184;0;2
103079231488;103081328768;5;7
103347650560;103349747840;4;7
4432674684928;4501396258816;0;3
4432406249473;4432408363009;3;6
4432410443776;4501132017664;0;2
103083409408;103085522944;4;6
34359738371;34361851907;6;7
4432406249473;4432676782081;1;4
35165044736;4433213652992;4;11
34363949056;34374434816;1;2
34372321280;34374418560;0;1
130;34359738499;7;16
34359738625;34359738755;0;1
4398851817472;4433217847296;1;1
4467034423296;4501933129728;0;1
35165044736;35165061121;1;3
103616086016;4501931032576;24;51
4398314946561;4501394161793;9;14
4398314946688;4501394178176;3;9
4604204941312;13434659799040;7;13
103079215232;103081328768;8;10
103347650560;103349764096;2;5
4432414638080;4432420929536;1;3
13228499271680;13228769804288;2;5
34359738497;34361852033;0;2
13228499271680;13228505563136;0;1
34628173952;4432676782208;13;25
4432406249474;4432408346627;7;9
4569845202944;4638564696064;1;2
4432408346624;4501127823488;4;6
103079215232;240786604160;2;5
4501125726208;4638833115136;2;5
103079231488;240786620416;17;19
103079215105;240786604033;2;5
103081312256;240788701184;0;3
34896609281;35165044865;1;3
4432943120384;4501931032576;0;2
34896625664;103884537856;4;5
34359754880;103347667072;2;4
34359738497;34628174209;2;4
104152956928;104958263296;4;7
103079231488;103347666945;2;4
34359787520;35165093888;3;5
35433496576;36238802944;2;4
13194407968768;13297487200256;1;5
13194139533440;13228501385344;4;6
4398317043712;4432676798592;0;2
4398048624640;4501127839872;6;15
34366029824;4432412541056;3;10
34361835776;4432408347008;11;18
103081312256;4501127823488;37;73
4466765987968;13297220845696;6;11
4398046593024;4432408461312;0;1
34628173825;4432674684931;9;25
103079215105;4501125726211;12;30
240518168576;240524460032;0;2
34628190208;4501394178048;4;12
35165044736;4501931032576;7;14
34628173825;4501394161665;45;81
4398048608257;4432676798465;0;2
34361835648;34630287488;12;15
34359738752;34628174209;0;2
35970351104;36238786688;2;3
34896609536;35165045120;0;2
34628190208;34628190337;7;10
34359754753;34359755137;1;3
103079231488;103347667072;7;10
34628190208;34628190592;3;4
34359755008;34359755137;7;9
34896625664;35165061248;6;10
34359787520;34359787649;1;3
4398046527744;4501125742976;9;19
13194139533568;13228499272576;0;1
4432406249600;13228499288192;2;3
4432674684928;13228767723520;0;2
4398046511488;4433211556224;2;3
4398046511488;4432676782464;0;1
4432406249600;4501394161792;2;5
171802886144;240524460032;5;7
34632368128;103353942016;5;9
103083409408;103093895168;0;1
4398048608257;13228501368961;8;21
34359738371;34359754883;0;2
34363932674;34366029827;5;8
4398059094016;4432420929537;5;7
4398067482624;4432437706752;0;1
34359754880;4501125742720;6;14
103079215232;4501125742720;54;117
240518168576;4638564696064;13185;13743
81920;34359853056;7;14
2113536;34361884672;5;11
240518168576;4638564679808;102;166
103079215360;4501125726592;44;83
4398314947072;4432674685824;0;1
34628173952;103347667072;2;4
4432406265856;4432674734080;0;2
13194139533440;13228499288193;2;6
4432674684928;4433213652992;8;10
34370224128;34374434816;2;3
34361835648;34366046336;6;6
34361835648;34361852033;2;4
34366029824;103085522944;4;6
171800788992;240520282112;1;3
4432408346624;4432408395776;2;4
34630270976;34634481664;0;2
34359738497;34359787649;0;2
34366029824;34366078976;3;4
34361835521;103081328641;2;4
34361835648;103081328768;1;3
103079247872;103079329792;0;1
34359771264;34359787904;0;1
103347650560;103347667072;1;3
4398048608257;13228769804289;6;15
21990234652672;30820687413376;5;8
4398317043712;30820955848704;6;11
8830452776960;30820685332480;23;45
44014824849408;66005057404928;29;52
8899172237312;30889404792832;21;42
4398048608384;13228501368961;4;9
34628173952;4432674685057;3;9
34361868288;34361884800;3;5
4398314962944;4501931048960;2;5
8899172237312;13434657701888;13;29
4535753900032;13434926137344;1;5
17626547879936;30820687413248;3;8
4432408346624;4432676782208;6;10
172067127296;240788701184;7;10
4432674684928;4432676782081;0;3
4398319140864;4501400453120;6;11
13194141630464;13297220845569;6;12
34359738373;103079215111;3;4
34359738497;103079231617;1;3
22058952032256;31026843746304;4;8
481036337152;515664527360;0;1
34359738752;4501125726592;8;16
34363932673;34366029827;1;3
103079231488;103079231617;2;5
4432943120384;4433213652992;3;6
4398314979328;4432674734208;1;3
4432674684928;4432674684931;8;10
34630270976;34630270979;5;7
34628173828;34628173831;4;7
35165044736;103884521473;3;6
35165044736;35165044739;2;5
34628190208;103347666945;3;6
34628190208;34628190211;4;7
34366029824;4432412540929;4;10
34366029824;34366029953;3;4
34630270976;34630271105;3;6
34361835522;34361835651;3;6
34370224128;34374418433;0;2
34359754754;34361851907;1;4
34361835524;34361835527;2;4
34361835648;34361835651;3;5
4398046511107;4432674685059;0;1
34366029824;34366029827;1;3
34361835522;4432408346627;3;8
34361835776;34361835905;1;3
34361851904;34361852033;2;4
4432408346624;4432408346627;2;5
103081312256;103081312385;2;4
4432408346624;4432408346753;1;4
34361835648;4432408346753;7;14
4432408346624;4432408363009;5;7
2097155;34361852035;1;2
68719476739;103079215239;0;1
172067127296;240786604033;1;4
34628173826;103347650563;5;8
103347650560;103347650689;4;7
103079215360;103079215489;2;5
34361851904;34361851907;3;5
4398046511107;4432408363011;1;3
68719476739;103081312263;0;1
4432406265856;13228499288065;1;2
4501125726208;13297218748417;0;2
4432406249474;4432406249479;3;4
34361835522;103081312259;0;2
34359738374;34361835527;1;4
34359754754;34628190211;1;4
7;34630270983;0;1
103079231488;103079231491;4;7
103081312256;103349747713;1;4
4432406265856;4432406266240;1;3
34361835521;103349747713;3;6
4398048624640;13228769820672;4;7
4398048624640;4432676798592;3;4
4398046527489;4432674701441;1;2
4398317043712;4501396258817;3;8
4432406282240;4432408395776;0;3
34361851904;34630287361;2;4
103083409408;103085506561;5;9
103079231488;103349764096;4;8
103079215106;103081312259;4;8
8830452760577;13228499288065;107;216
4432406265856;4432676798464;1;4
34361835521;4501127823361;14;35
34366029824;4501132017664;7;14
4398583398400;4433213669376;2;3
13194139533440;13297487184000;10;16
4398583382144;13229304578176;5;9
4432406249984;4432406250368;1;3
4432674684928;13228767707264;2;3
4432674684928;4501394161792;2;4
4569845202944;4638564679808;2;4
4432406249474;4432406249603;6;9
4432406249473;4432674685057;0;3
4432406249728;4432406266240;1;2
4432406282240;4432406298752;1;2
13228499271680;13228499271809;5;8
4432406249473;4432406249857;3;5
4432674684928;4432674685312;2;4
22024592293888;30820685316224;1;3
4432406249728;4432406249857;4;7
4432406249728;4432408347008;1;3
4501125726208;4501125726337;2;5
13228499271680;13228499272064;2;4
4501125726208;13297218748544;2;3
4501125726208;4501125726592;2;4
4432406265856;13228499288192;1;3
4432674684928;4432674685057;3;6
2097281;4501127823489;1;1
2097281;4432676782209;1;1
2097536;4432408347520;0;1
68719476865;4501125726593;1;1
8796093022337;13228499271811;0;1
103079215360;103079231872;2;3
103079231488;103079264384;3;4
34359820288;34359853184;0;2
34361836032;34361836416;3;6
34361851904;34630287488;2;6
34366029824;34366030208;7;9
34359739136;34359739265;4;6
34359738625;34361835905;2;4
34359738625;4432406249857;51;88
13228499271680;13228499288192;1;2
4432406249473;4432406265985;0;1
34361835776;34630271360;1;3
103079215105;103079215235;0;1
103079231488;103079231872;0;2
4432406265856;4432674701440;7;12
34359755008;34628190592;6;10
4398314946688;4432676798592;8;8
34359755264;34359755648;1;3
34628190208;34628223104;2;4
34359754754;34359754883;3;6
270532736;34630287744;1;1
68719509632;103081361536;0;1
536871041;35165061249;0;1
4501125726208;4501127823488;0;2
137707389056;240786620544;0;1
270532736;34630287489;1;1
805306496;4433211572352;1;2
4432406249728;4432406250368;0;1
103081312256;240520265856;3;4
412316860544;4913442586752;1;1
34359755008;34361852288;2;5
34628190208;34630287488;5;7
34359754753;34361852033;0;2
34359755008;103079231872;2;4
137975824512;241323475072;0;1
4432943120384;4433211555968;9;12
268468352;34628223105;1;1
68987912320;103347667328;1;1
268468352;4432674734208;0;1
385;34628190593;0;1
4432406249728;4501125726592;3;5
4432406265856;4501125742720;0;2
171800788992;240520265856;0;2
34361835521;103081312385;4;6
4432406265856;4432408363009;9;12
103079231488;103081328641;10;13
34359771392;34359787904;0;1
4398314946561;30820953751553;216;397
35165044736;35165061248;2;4
4569845202944;4913442586624;3;3
34359738626;34359738755;1;4
4466765988096;4501394162048;1;2
4398052802560;4432412541312;1;3
4432410443776;4432412541056;0;2
13228499271680;13228501368960;1;3
34628173952;34634465408;0;2
34359754753;4432406265985;17;39
4432408346624;13228501368960;2;3
8796093022337;30820685316225;0;1
103616086016;104958263296;0;2
2130048;103081361536;1;2
385;34361852289;1;1
32897;34359787905;1;1
34359787520;34361884800;2;4
8796093022337;13228499288193;1;1
98432;34628288640;0;1
34632368128;34634465408;1;3
34628206592;34628223104;1;3
34372321280;103093895168;2;5
4466770182144;4501132017792;1;2
4398046527616;4432412557440;0;2
103079215105;103884521473;4;7
240518168576;240786620416;1;3
103081312256;103081361408;0;2
34361901056;34361950208;2;4
34361835521;34361884673;2;4
16768;103081329024;0;1
103079215105;13297218748417;25;50
4466765987841;4501125742721;2;3
4466765987968;4501394178176;1;3
35165044736;103884537856;4;6
4432406265856;4432674701313;1;3
133;34359754887;0;1
103079215108;103079215111;3;6
240518168576;240520265729;8;12
4501125726208;4501125726211;5;8
137438953475;4638564679683;0;1
6291457;4501132017665;0;1
103347650560;4501394161665;21;43
34361851904;34366046209;3;4
34630270976;34634465281;2;3
103081312256;103085506561;2;3
34361835648;34366029953;1;2
34361835522;34366029827;0;1
16513;34361852035;1;1
13194139533313;13297220845569;3;7
103079215232;103079215489;0;1
536871041;35167142017;0;1
34363932673;103085506561;7;9
4432406249600;4501125742720;2;3
103079247872;4501125775360;9;40
34628173826;34628190211;5;7
13194141630464;13228505579520;1;3
4398048608257;4432408395777;0;2
